"title_english","type","source","year","rating","score","members","favorites","studios","genres"
"Yuuki Yuuna wa Yuushabu Shozoku 3","Movie","4-koma manga",2017,"PG-13 - Teens 13 or older",6.48,3724,0,"W-Toon Studio","Comedy"
"Junk Head","Movie","Original",2017,"R - 17+ (violence & profanity)",7.13,1947,17,"Yamiken","Action, Adventure, Comedy, Sci-Fi, Suspense"
"The Guardian","Movie","Original",2017,"R - 17+ (violence & profanity)",6.69,1327,2,"Nice Boat Animation","Action, Adventure, Fantasy"
"3-nen D-gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road","Movie","Manga",2017,"PG - Children",5.67,902,1,"DLE","Comedy"
"Toys & Pets","Movie","Original",2017,"G - All Ages",6.01,441,0,"Light Chaser Animation Studios","Adventure, Comedy"
"MONKART","TV","Original",2017,"PG - Children",6.42,401,4,"SAMG Entertainment","Action, Adventure, Fantasy"
"Black Clover","TV","Manga",2017,"PG-13 - Teens 13 or older",8.14,1774376,48507,"Pierrot","Action, Fantasy"
"Food Wars! The Third Plate","TV","Manga",2017,"PG-13 - Teens 13 or older",7.98,1007797,2652,"J.C.Staff","Gourmet, Ecchi"
"The Ancient Magus' Bride","TV","Manga",2017,"PG-13 - Teens 13 or older",8.05,974038,12889,"Wit Studio","Drama, Fantasy, Romance"
"BLEND-S","TV","4-koma manga",2017,"PG-13 - Teens 13 or older",7.25,682267,2983,"A-1 Pictures","Comedy"
"Inuyashiki: Last Hero","TV","Manga",2017,"R - 17+ (violence & profanity)",7.63,674939,3963,"MAPPA","Action, Drama, Sci-Fi, Suspense"
"Recovery of an MMO Junkie","TV","Web manga",2017,"PG-13 - Teens 13 or older",7.52,492089,2473,"Signal.MD","Comedy, Romance"
"Land of the Lustrous","TV","Manga",2017,"PG-13 - Teens 13 or older",8.39,488734,14298,"Orange","Action, Drama, Fantasy, Mystery"
"Fate/stay night: Heaven's Feel - I. Presage Flower","Movie","Visual novel",2017,"R - 17+ (violence & profanity)",8.15,477183,2643,"ufotable","Action, Fantasy"
"Blood Blockade Battlefront & Beyond","TV","Manga",2017,"R - 17+ (violence & profanity)",7.77,456931,1761,"Bones","Action, Fantasy"
"March Comes In Like a Lion 2nd Season","TV","Manga",2017,"PG-13 - Teens 13 or older",8.91,417745,15283,"Shaft","Drama"
"Girls' Last Tour","TV","Web manga",2017,"PG-13 - Teens 13 or older",8.22,369103,7754,"White Fox","Adventure, Mystery, Sci-Fi, Slice of Life"
"A Sister's All You Need","TV","Light novel",2017,"PG-13 - Teens 13 or older",7.25,356219,1845,"SILVER LINK.","Comedy, Romance, Ecchi"
"Just Because!","TV","Original",2017,"PG-13 - Teens 13 or older",7.23,324036,1570,"PINE JAM","Drama, Romance"
"Juni Taisen: Zodiac War","TV","Novel",2017,"R - 17+ (violence & profanity)",6.53,300972,716,"Graphinica","Action, Suspense"
"My Girlfriend is Shobitch","TV","Web manga",2017,"PG-13 - Teens 13 or older",6.21,290621,467,"Diomedéa, Studio Blanc.","Comedy, Romance, Ecchi"
"Himouto! Umaru-chan R","TV","Manga",2017,"PG-13 - Teens 13 or older",7.32,266895,552,"Doga Kobo","Comedy"
"King's Game","TV","Novel",2017,"R - 17+ (violence & profanity)",5.07,257502,498,"Seven","Drama, Horror, Mystery, Suspense"
"Our love has always been 10 centimeters apart.","TV","Music",2017,"PG-13 - Teens 13 or older",7.45,242483,788,"Lay-duce","Drama, Romance"
"Children of the Whales","TV","Manga",2017,"PG-13 - Teens 13 or older",7.16,239668,1051,"J.C.Staff","Drama, Fantasy, Mystery, Sci-Fi"
"Love is Like a Cocktail","TV","Web manga",2017,"PG-13 - Teens 13 or older",6.96,227690,431,"Creators in Pack","Comedy, Gourmet, Romance"
"UQ Holder!","TV","Manga",2017,"PG-13 - Teens 13 or older",6.91,223271,408,"J.C.Staff","Action, Fantasy, Sci-Fi"
"Kino's Journey -the Beautiful World- the Animated Series","TV","Light novel",2017,"R - 17+ (violence & profanity)",7.61,219362,1166,"Lerche","Adventure, Drama, Fantasy"
"Gintama. Slip Arc","TV","Manga",2017,"PG-13 - Teens 13 or older",8.52,210849,932,"Bandai Namco Pictures","Action, Comedy, Sci-Fi"
"Konohana Kitan","TV","Manga",2017,"PG-13 - Teens 13 or older",7.48,161707,681,"Lerche","Fantasy, Girls Love, Slice of Life"
"Dies irae","TV","Visual novel",2017,"R - 17+ (violence & profanity)",5.39,146426,231,"A.C.G.T.","Action"
"Love Live! Sunshine!! Season 2","TV","Other",2017,"PG-13 - Teens 13 or older",7.58,120402,1142,"Sunrise","Slice of Life"
"Code Geass: Lelouch of the Rebellion I - Initiation","Movie","Original",2017,"R+ - Mild Nudity",7.88,107866,192,"Sunrise","Action, Sci-Fi"
"Code:Realize ~Guardian of Rebirth~","TV","Visual novel",2017,"PG-13 - Teens 13 or older",6.66,87599,278,"M.S.C","Fantasy, Romance"
"Free! Take Your Marks","Movie","Original",2017,"PG-13 - Teens 13 or older",7.74,87462,153,"Kyoto Animation, Animation Do","Slice of Life"
"Evil or Live","TV","Web manga",2017,"R - 17+ (violence & profanity)",5.78,83148,117,"Haoliners Animation League","Horror, Suspense"
"Anime-Gataris","TV","Original",2017,"PG-13 - Teens 13 or older",6.37,79679,127,"WAO World","Comedy"
"GARO -VANISHING LINE-","TV","Original",2017,"R - 17+ (violence & profanity)",7.12,77562,135,"MAPPA","Action, Fantasy"
"Godzilla: Planet of the Monsters","Movie","Original",2017,"R - 17+ (violence & profanity)",6.43,65465,68,"Polygon Pictures","Action, Adventure, Sci-Fi"
"Mr. Osomatsu 2","TV","Manga",2017,"R - 17+ (violence & profanity)",7.61,56286,240,"Pierrot","Comedy"
"Hozuki's Coolheadedness 2","TV","Manga",2017,"PG-13 - Teens 13 or older",7.88,49121,114,"Studio Deen","Comedy, Fantasy"
"Sengoku Night Blood","TV","Visual novel",2017,"PG-13 - Teens 13 or older",6.15,47658,145,"Typhoon Graphics","Fantasy, Romance"
"Yuki Yuna is a Hero: The Washio Sumi Chapter","TV","Light novel",2017,"PG-13 - Teens 13 or older",7.67,46975,195,"Studio Gokumi","Drama"
"Is the Order a Rabbit?? Dear My Sister","Movie","4-koma manga",2017,"PG-13 - Teens 13 or older",7.79,44362,137,"production doA","Slice of Life"
"Yuki Yuna is a Hero: The Hero Chapter","TV","Original",2017,"PG-13 - Teens 13 or older",7.65,43543,228,"Studio Gokumi","Drama"
"Pingu in the City","TV","Other",2017,"G - All Ages",6.51,42596,746,"DandeLion Animation Studio","Comedy"
"Urahara","TV","Web manga",2017,"PG-13 - Teens 13 or older",5.8,36869,52,"Shirogumi, EMT Squared","Comedy, Fantasy, Sci-Fi"
"Haikara-san: Here Comes Miss Modern","Movie","Manga",2017,"PG-13 - Teens 13 or older",7.48,30994,100,"Nippon Animation","Comedy, Romance"
"Dance with Devils: Fortuna","Movie","Mixed media",2017,"R - 17+ (violence & profanity)",6.26,20021,50,"Brain's Base","Romance, Supernatural"
"Donten: Laughing Under the Clouds - Gaiden: Chapter 1 - One Year After the Battle","Movie","Manga",2017,"PG-13 - Teens 13 or older",7.4,18495,31,"Wit Studio","Action, Supernatural"
"Mobile Suit Gundam Thunderbolt: Bandit Flower","Movie","Manga",2017,"R+ - Mild Nudity",7.25,16623,31,"Sunrise","Action, Drama, Sci-Fi"
"Wake Up, Girls! New Chapter","TV","Original",2017,"PG-13 - Teens 13 or older",6.54,14969,21,"Millepensee","Drama"
"Taishou Mebiusline: Chicchai-san","TV","Visual novel",2017,"PG-13 - Teens 13 or older",4.73,13188,21,"Studio A-CAT","Supernatural"
"Cinderella Girls Gekijou 2nd Season","TV","4-koma manga",2017,"PG-13 - Teens 13 or older",6.62,9776,9,"Gathering, Lesprit","Comedy"
"Cardfight!! Vanguard G Z","TV","Card game",2017,"PG-13 - Teens 13 or older",6.57,9382,12,"OLM","Action"
"Infini-T Force","TV","Original",2017,"PG-13 - Teens 13 or older",6.44,9027,8,"Tatsunoko Production","Action, Sci-Fi"
"Full Metal Panic! Movie 1: Boy Meets Girl","Movie","Light novel",2017,"R - 17+ (violence & profanity)",7.02,8683,5,"Gonzo","Action, Comedy, Sci-Fi"
"ClassicaLoid 2","TV","Original",2017,"PG-13 - Teens 13 or older",6.5,7696,16,"Sunrise","Comedy"
"Free! Take Your Marks: Character Butai Aisatsu","Movie","Original",2017,"PG-13 - Teens 13 or older",6.88,7461,1,"Kyoto Animation","Comedy"
"Yowamushi Pedal: Re:Generation","Movie","Manga",2017,"PG-13 - Teens 13 or older",7.17,6113,2,"TMS Entertainment","Sports"
"Touken Ranbu: Hanamaru - Makuai Kaisouroku","Movie","Game",2017,"PG-13 - Teens 13 or older",6.63,5850,13,"Doga Kobo","Action, Comedy, Fantasy"
"Ame-Con!!","TV","Web manga",2017,"PG-13 - Teens 13 or older",4.77,5830,2,"EMT Squared","Slice of Life"
"Glamorous Heroes","TV","Game",2017,"PG-13 - Teens 13 or older",4.27,5729,3,"drop","Action"
"Dia Horizon (Kabu)","TV","Mixed media",2017,"PG-13 - Teens 13 or older",4.96,5104,5,"Fanworks","Action, Adventure, Fantasy"
"Mobile Suit Gundam: Twilight Axis - Red Blur","Movie","Novel",2017,"PG-13 - Teens 13 or older",5.42,4777,3,"Sunrise","Action, Sci-Fi"
"Love Rice 2","TV","Original",2017,"PG-13 - Teens 13 or older",4.86,4600,4,"Encourage Films","Comedy, Gourmet"
"Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!","Movie","Original",2017,"G - All Ages",6.83,3913,4,"Toei Animation","Action, Slice of Life"
"Fireball Humorous","TV","Original",2017,"G - All Ages",5.75,3788,3,"Jinnis Animation Studios","Comedy, Sci-Fi"
"Yo-kai Watch Shadowside: The Return of the Oni King","Movie","Game",2017,"G - All Ages",6.97,2528,9,"OLM","Supernatural"
"Time Bokan: The Villains Strike Back","TV","Original",2017,"PG-13 - Teens 13 or older",5.9,2168,1,"Tatsunoko Production","Adventure, Comedy"
"Oretacha Youkai Ningen","TV","Original",2017,"PG-13 - Teens 13 or older",5.52,2021,1,"DLE","Horror"
"Yodel no Onna","TV","Original",2017,"G - All Ages",5.26,1510,3,"DLE","Comedy"
"DC Super Heroes vs Taka no Tsumedan","Movie","Other",2017,"G - All Ages",5.46,1450,1,"DLE","Comedy"
"Petit☆Dream Stars! Let's La Cooking? Showtime!","Movie","Original",2017,"G - All Ages",5.88,1001,0,"Toei Animation","Fantasy, Slice of Life"
"Sinbi Apartment: Ghost Ball X-ui Tansaeng","TV","Unknown",2017,"G - All Ages",6.26,723,2,"Studio BAZOOKA","Supernatural"
"Violet Evergarden","TV","Light novel",2018,"PG-13 - Teens 13 or older",8.68,1878151,65032,"Kyoto Animation","Drama"
"DARLING in the FRANXX","TV","Original",2018,"PG-13 - Teens 13 or older",7.19,1722469,33043,"A-1 Pictures, Trigger, CloverWorks","Action, Drama, Romance, Sci-Fi"
"The Seven Deadly Sins: Revival of the Commandments","TV","Manga",2018,"PG-13 - Teens 13 or older",7.55,1165411,3722,"A-1 Pictures","Action, Adventure, Fantasy"
"Overlord II","TV","Light novel",2018,"R - 17+ (violence & profanity)",7.75,1078302,4611,"Madhouse","Action, Adventure, Fantasy"
"The Disastrous Life of Saiki K. 2","TV","Manga",2018,"PG-13 - Teens 13 or older",8.41,678104,4331,"J.C.Staff, Egg Firm","Comedy"
"Teasing Master Takagi-san","TV","Manga",2018,"PG-13 - Teens 13 or older",7.68,614620,5339,"Shin-Ei Animation","Comedy, Romance"
"Citrus","TV","Manga",2018,"PG-13 - Teens 13 or older",6.43,536447,3988,"Passione","Drama, Girls Love"
"Death March to the Parallel World Rhapsody","TV","Light novel",2018,"PG-13 - Teens 13 or older",6.44,534412,1870,"SILVER LINK., Connect","Adventure, Fantasy"
"A Place Further Than The Universe","TV","Original",2018,"PG-13 - Teens 13 or older",8.51,528454,14543,"Madhouse","Adventure, Comedy, Drama"
"Laid-Back Camp","TV","Manga",2018,"PG-13 - Teens 13 or older",8.27,517358,11617,"C-Station","Slice of Life"
"Maquia: When the Promised Flower Blooms","Movie","Original",2018,"PG-13 - Teens 13 or older",8.39,462256,8133,"P.A. Works","Drama, Fantasy"
"School Babysitters","TV","Manga",2018,"PG-13 - Teens 13 or older",7.9,358881,3327,"Brain's Base","Slice of Life"
"Record of Grancrest War","TV","Light novel",2018,"R - 17+ (violence & profanity)",7.22,328830,1369,"A-1 Pictures","Action, Adventure, Drama, Fantasy, Romance"
"After the Rain","TV","Manga",2018,"PG-13 - Teens 13 or older",7.47,321731,1677,"Wit Studio","Drama, Romance"
"Bungo Stray Dogs: Dead Apple","Movie","Manga",2018,"R - 17+ (violence & profanity)",7.91,297744,1921,"Bones","Action, Mystery"
"Love, Chunibyo & Other Delusions!: Take On Me","Movie","Light novel",2018,"PG-13 - Teens 13 or older",8.1,286122,1652,"Kyoto Animation","Comedy, Drama, Romance"
"Pop Team Epic","TV","4-koma manga",2018,"PG-13 - Teens 13 or older",7.29,229696,1425,"Kamikaze Douga","Comedy"
"Fate/Extra: Last Encore","TV","Game",2018,"R - 17+ (violence & profanity)",6.3,228734,484,"Shaft","Action, Fantasy"
"Gintama. Silver Soul Arc","TV","Manga",2018,"PG-13 - Teens 13 or older",8.81,223098,1197,"Bandai Namco Pictures","Action, Comedy, Sci-Fi"
"The Ryuo's Work is Never Done!","TV","Light novel",2018,"PG-13 - Teens 13 or older",6.82,201852,354,"Project No.9","Comedy"
"Killing Bites","TV","Manga",2018,"R+ - Mild Nudity",6.55,198875,466,"LIDENFILMS","Action, Sci-Fi, Ecchi"
"Kokkoku","TV","Manga",2018,"R - 17+ (violence & profanity)",6.98,193404,353,"Geno Studio","Drama, Fantasy, Mystery, Suspense"
"Junji Ito Collection","TV","Manga",2018,"R - 17+ (violence & profanity)",6.55,191707,1170,"Studio Deen","Drama, Horror, Mystery, Supernatural, Suspense"
"Beatless","TV","Light novel",2018,"PG-13 - Teens 13 or older",6.22,178278,495,"Diomedéa","Action, Drama, Romance, Sci-Fi"
"Dagashi Kashi 2","TV","Manga",2018,"PG-13 - Teens 13 or older",6.82,176466,211,"Tezuka Productions","Comedy, Gourmet"
"Hakata Tonkotsu Ramens","TV","Novel",2018,"R - 17+ (violence & profanity)",7.36,160814,675,"Satelight","Action, Mystery"
"How to Keep a Mummy","TV","Web manga",2018,"PG-13 - Teens 13 or older",7.46,143400,761,"8bit","Slice of Life, Supernatural"
"Cardcaptor Sakura: Clear Card","TV","Manga",2018,"PG - Children",7.66,128354,696,"Madhouse","Adventure, Comedy, Romance"
"Mitsuboshi Colors","TV","Manga",2018,"PG-13 - Teens 13 or older",7.41,105839,351,"SILVER LINK.","Slice of Life"
"Slow Start","TV","4-koma manga",2018,"PG-13 - Teens 13 or older",7.02,85223,177,"CloverWorks","Comedy"
"Katana Maidens: Toji no Miko","TV","Original",2018,"PG-13 - Teens 13 or older",6.79,82732,245,"Studio Gokumi","Action, Fantasy"
"Code Geass: Lelouch of the Rebellion II - Transgression","Movie","Original",2018,"R - 17+ (violence & profanity)",7.64,79376,115,"Sunrise","Action, Sci-Fi"
"Attack on Titan: The Roar of Awakening","Movie","Manga",2018,"R - 17+ (violence & profanity)",7.92,77240,97,"Wit Studio","Action, Drama, Suspense"
"IDOLiSH7","TV","Game",2018,"PG-13 - Teens 13 or older",7.69,75182,1483,"TROYCA","Drama"
"Hakumei and Mikochi","TV","Manga",2018,"PG-13 - Teens 13 or older",7.7,68656,430,"Lerche","Fantasy, Slice of Life"
"Ms. Koizumi Loves Ramen Noodles","TV","Manga",2018,"PG-13 - Teens 13 or older",6.56,67342,89,"Studio Gokumi, AXsiZ","Comedy, Gourmet"
"Sanrio Boys","TV","Mixed media",2018,"PG-13 - Teens 13 or older",6.69,64741,297,"Pierrot","Slice of Life"
"The Seven Heavenly Virtues","TV","Mixed media",2018,"R+ - Mild Nudity",5.26,62758,129,"Bridge","Fantasy, Ecchi"
"Yowamushi Pedal: Glory Line","TV","Manga",2018,"PG-13 - Teens 13 or older",7.58,62574,99,"TMS Entertainment","Sports"
"The Silver Guardian 2","TV","Web manga",2018,"PG-13 - Teens 13 or older",6.49,60631,76,"Emon, Blade","Adventure, Fantasy"
"Spiritpact: Bond of the Underworld","TV","Web manga",2018,"PG-13 - Teens 13 or older",7.49,50680,232,"Haoliners Animation League","Action, Boys Love, Comedy, Supernatural"
"Takunomi","TV","Web manga",2018,"PG-13 - Teens 13 or older",6.43,48738,49,"Production IMS","Comedy, Gourmet"
"Maerchen Maedchen","TV","Light novel",2018,"PG-13 - Teens 13 or older",5.41,42672,49,"Hoods Entertainment","Fantasy"
"Basilisk: The Ouka Ninja Scrolls","TV","Manga",2018,"R - 17+ (violence & profanity)",5.55,40122,41,"Seven Arcs Pictures","Action, Drama"
"Touken Ranbu - Hanamaru 2","TV","Game",2018,"PG-13 - Teens 13 or older",7.29,31196,141,"Doga Kobo","Action, Comedy, Fantasy"
"Damepri Anime Caravan","TV","Visual novel",2018,"PG-13 - Teens 13 or older",6.5,30973,87,"Studio Flad","Adventure, Comedy, Fantasy"
"Hakyu Hoshin Engi","TV","Manga",2018,"PG-13 - Teens 13 or older",5.38,21597,22,"C-Station","Action, Adventure, Fantasy"
"Hug tto! Precure","TV","Original",2018,"G - All Ages",7.82,18527,276,"Toei Animation","Action"
"Love, Chunibyou and Other Delusions!: Take On Me Weekly Short Movies","Movie","Light novel",2018,"G - All Ages",6.62,16566,18,"Kyoto Animation","Comedy"
"Macross Delta the Movie: Passionate Walkure","Movie","Original",2018,"PG-13 - Teens 13 or older",6.77,10983,34,"Satelight","Action, Sci-Fi"
"Mazinger Z Movie: Infinity","Movie","Manga",2018,"PG-13 - Teens 13 or older",6.91,9569,29,"Toei Animation","Action, Comedy, Sci-Fi"
"Mitchiri Neko","TV","Web manga",2018,"G - All Ages",6.82,8990,25,"helo.inc","Comedy"
"Working Buddies!","TV","Original",2018,"G - All Ages",6.4,8973,22,"Tomovies","Comedy"
"Full Metal Panic! Movie 3: Into the Blue","Movie","Light novel",2018,"R - 17+ (violence & profanity)",7.03,8099,6,"Gonzo","Action, Comedy, Sci-Fi"
"Full Metal Panic! Movie 2: One Night Stand","Movie","Light novel",2018,"R - 17+ (violence & profanity)",7.01,8083,6,"Gonzo","Action, Comedy, Sci-Fi"
"Doraemon the Movie 2018: Nobita's Treasure Island","Movie","Manga",2018,"PG - Children",7.36,7259,9,"Shin-Ei Animation","Adventure, Fantasy"
"Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season","TV","Original",2018,"G - All Ages",6.1,5562,5,"Studio PuYUKAI","Comedy, Fantasy"
"Bullet Train Transforming Robot Shinkalion The Animation","TV","Other",2018,"PG - Children",6.79,4751,32,"OLM","Action, Sci-Fi"
"Precure Super Stars! Movie","Movie","Original",2018,"G - All Ages",6.9,4069,6,"Toei Animation","Action"
"Starship Troopers: Traitor of Mars","Movie","Original",2018,"R - 17+ (violence & profanity)",6.49,3250,2,"Sola Digital Arts","Action, Sci-Fi"
"gdgd men's Party","TV","Original",2018,"PG - Children",5.84,3224,5,"Strawberry Meets Pictures","Comedy, Fantasy"
"Tokimeki Restaurant☆☆☆ MIRACLE6 Movie","Movie","Visual novel",2018,"PG-13 - Teens 13 or older",5.41,2097,5,"Production I.G","Romance"
"Mameneko","TV","Manga",2018,"PG - Children",6.07,1723,0,"Charaction","Slice of Life"
"Have a Nice Day","Movie","Original",2018,"R - 17+ (violence & profanity)",5.97,1062,0,"Le-joy Animation Studio","Suspense"
"Inazma Delivery: Dougyousha Attack-hen","TV","Original",2018,"PG-13 - Teens 13 or older",6.32,967,2,"Kanaban Graphics","Action, Comedy, Sci-Fi"
"Dreamland","Movie","Original",2018,"G - All Ages",5.81,439,0,"Mirai Film","Avant Garde"
"My Hero Academia Season 3","TV","Manga",2018,"PG-13 - Teens 13 or older",7.99,2273568,12468,"Bones","Action"
"Tokyo Ghoul:re","TV","Manga",2018,"R - 17+ (violence & profanity)",6.37,1240054,3967,"Pierrot","Action, Fantasy, Horror, Suspense"
"Wotakoi: Love is Hard for Otaku","TV","Web manga",2018,"PG-13 - Teens 13 or older",7.92,1041825,12115,"A-1 Pictures","Comedy, Romance"
"Steins;Gate 0","TV","Visual novel",2018,"PG-13 - Teens 13 or older",8.54,909221,12246,"White Fox","Drama, Sci-Fi, Suspense"
"Food Wars! The Third Plate: Totsuki Train Arc","TV","Manga",2018,"PG-13 - Teens 13 or older",7.93,747711,1424,"J.C.Staff","Gourmet, Ecchi"
"Sword Art Online Alternative: Gun Gale Online","TV","Light novel",2018,"PG-13 - Teens 13 or older",7.01,650334,1616,"Studio 3Hz","Action"
"Hinamatsuri","TV","Manga",2018,"PG-13 - Teens 13 or older",8.12,533981,4617,"feel.","Comedy"
"High School DxD Hero","TV","Light novel",2018,"R+ - Mild Nudity",7.23,533865,2685,"Passione","Action, Comedy, Romance, Supernatural, Ecchi"
"Megalobox","TV","Original",2018,"R - 17+ (violence & profanity)",7.88,527041,3695,"TMS Entertainment","Sci-Fi, Sports"
"Golden Kamuy","TV","Manga",2018,"R - 17+ (violence & profanity)",7.88,420317,4741,"Geno Studio","Action, Adventure"
"Real Girl","TV","Manga",2018,"PG-13 - Teens 13 or older",6.86,358008,1646,"Hoods Entertainment","Romance"
"Tada Never Falls in Love","TV","Original",2018,"PG-13 - Teens 13 or older",7.57,312401,1411,"Doga Kobo","Comedy, Romance"
"Devils' Line","TV","Manga",2018,"R - 17+ (violence & profanity)",6.83,281904,1736,"Platinum Vision","Action, Drama, Romance, Supernatural"
"Persona 5 the Animation","TV","Game",2018,"R - 17+ (violence & profanity)",6.44,268269,988,"CloverWorks","Action"
"Magical Girl Site","TV","Manga",2018,"R - 17+ (violence & profanity)",6.52,250082,1359,"production doA","Action, Drama, Horror, Suspense"
"My Sweet Tyrant","TV","Manga",2018,"PG-13 - Teens 13 or older",6.82,189371,319,"Yumeta Company","Comedy, Romance"
"Kakuriyo: Bed and Breakfast for Spirits","TV","Light novel",2018,"PG-13 - Teens 13 or older",7.54,182909,1501,"Gonzo","Drama, Fantasy, Gourmet, Romance"
"Umamusume: Pretty Derby","TV","Game",2018,"PG-13 - Teens 13 or older",7.3,155721,651,"P.A. Works","Sports"
